TIME,collisions,multicast,rx_bytes,rx_compressed,rx_crc_errors,rx_dropped,rx_errors,rx_fifo_errors,rx_frame_errors,rx_length_errors,rx_missed_errors,rx_nohandler,rx_over_errors,rx_packets,tx_aborted_errors,tx_bytes,tx_carrier_errors,tx_compressed,tx_dropped,tx_errors,tx_fifo_errors,tx_heartbeat_errors,tx_packets,tx_window_errors
06/30/2022_01:01:13,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6118047,0,0,63,0,0,0,50055,0
06/30/2022_01:04:27,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6118991,0,0,63,0,0,0,50063,0
06/30/2022_01:07:40,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6120171,0,0,63,0,0,0,50073,0
06/30/2022_01:10:54,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6120997,0,0,63,0,0,0,50080,0
06/30/2022_01:14:08,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6122177,0,0,63,0,0,0,50090,0
06/30/2022_01:17:21,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6123121,0,0,63,0,0,0,50098,0
06/30/2022_01:20:35,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6124419,0,0,63,0,0,0,50109,0
06/30/2022_01:23:48,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6125599,0,0,63,0,0,0,50119,0
06/30/2022_01:27:02,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6126425,0,0,63,0,0,0,50126,0
06/30/2022_01:30:16,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6127723,0,0,63,0,0,0,50137,0
06/30/2022_01:33:29,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6128549,0,0,63,0,0,0,50144,0
06/30/2022_01:36:43,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6129729,0,0,63,0,0,0,50154,0
06/30/2022_01:39:57,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6130673,0,0,63,0,0,0,50162,0
06/30/2022_01:43:10,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6131853,0,0,63,0,0,0,50172,0
06/30/2022_01:46:24,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6133033,0,0,63,0,0,0,50182,0
06/30/2022_01:49:37,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6133859,0,0,63,0,0,0,50189,0
06/30/2022_01:52:51,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6135039,0,0,63,0,0,0,50199,0
06/30/2022_01:56:05,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6135865,0,0,63,0,0,0,50206,0
06/30/2022_01:59:18,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6137045,0,0,63,0,0,0,50216,0
06/30/2022_02:02:32,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6137989,0,0,63,0,0,0,50224,0
06/30/2022_02:05:45,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6139287,0,0,63,0,0,0,50235,0
06/30/2022_02:08:59,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6140231,0,0,63,0,0,0,50243,0
06/30/2022_02:12:13,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6141529,0,0,63,0,0,0,50254,0
06/30/2022_02:15:26,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6142473,0,0,63,0,0,0,50262,0
06/30/2022_02:18:40,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6143653,0,0,63,0,0,0,50272,0
06/30/2022_02:21:54,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6144479,0,0,63,0,0,0,50279,0
06/30/2022_02:25:07,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6145777,0,0,63,0,0,0,50290,0
06/30/2022_02:28:21,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6146957,0,0,63,0,0,0,50300,0
06/30/2022_02:31:35,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6147901,0,0,63,0,0,0,50308,0
06/30/2022_02:34:48,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6149081,0,0,63,0,0,0,50318,0
06/30/2022_02:38:02,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6150025,0,0,63,0,0,0,50326,0
06/30/2022_02:41:15,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6151205,0,0,63,0,0,0,50336,0
06/30/2022_02:44:29,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6152031,0,0,63,0,0,0,50343,0
06/30/2022_02:47:43,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6153211,0,0,63,0,0,0,50353,0
06/30/2022_02:50:56,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6154155,0,0,63,0,0,0,50361,0
06/30/2022_02:54:10,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6155335,0,0,63,0,0,0,50371,0
06/30/2022_02:57:23,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6156279,0,0,63,0,0,0,50379,0
06/30/2022_03:00:37,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6157459,0,0,63,0,0,0,50389,0
06/30/2022_03:03:51,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6158639,0,0,63,0,0,0,50399,0
06/30/2022_03:07:04,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6159465,0,0,63,0,0,0,50406,0
06/30/2022_03:10:18,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6160645,0,0,63,0,0,0,50416,0
06/30/2022_03:13:32,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6161471,0,0,63,0,0,0,50423,0
06/30/2022_03:16:45,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6162651,0,0,63,0,0,0,50433,0
06/30/2022_03:19:59,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6163477,0,0,63,0,0,0,50440,0
06/30/2022_03:23:13,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6164775,0,0,63,0,0,0,50451,0
06/30/2022_03:26:26,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6165719,0,0,63,0,0,0,50459,0
06/30/2022_03:29:40,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6166899,0,0,63,0,0,0,50469,0
06/30/2022_03:32:54,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6167843,0,0,63,0,0,0,50477,0
06/30/2022_03:36:07,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6169023,0,0,63,0,0,0,50487,0
06/30/2022_03:39:21,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6170321,0,0,63,0,0,0,50498,0
06/30/2022_03:42:34,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6171147,0,0,63,0,0,0,50505,0
06/30/2022_03:45:48,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6172445,0,0,63,0,0,0,50516,0
06/30/2022_03:49:02,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6173389,0,0,63,0,0,0,50524,0
06/30/2022_03:52:15,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6174569,0,0,63,0,0,0,50534,0
06/30/2022_03:55:29,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6175395,0,0,63,0,0,0,50541,0
06/30/2022_03:58:43,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6176575,0,0,63,0,0,0,50551,0
06/30/2022_04:01:57,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6177401,0,0,63,0,0,0,50558,0
06/30/2022_04:05:10,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6178581,0,0,63,0,0,0,50568,0
06/30/2022_04:08:24,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6179879,0,0,63,0,0,0,50579,0
06/30/2022_04:11:37,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6180705,0,0,63,0,0,0,50586,0
06/30/2022_04:14:51,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6181885,0,0,63,0,0,0,50596,0
06/30/2022_04:18:05,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6182711,0,0,63,0,0,0,50603,0
06/30/2022_04:21:18,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6184009,0,0,63,0,0,0,50614,0
06/30/2022_04:24:32,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6184835,0,0,63,0,0,0,50621,0
06/30/2022_04:27:45,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6186133,0,0,63,0,0,0,50632,0
06/30/2022_04:30:59,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6186959,0,0,63,0,0,0,50639,0
06/30/2022_04:34:13,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6188139,0,0,63,0,0,0,50649,0
06/30/2022_04:37:26,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6189201,0,0,63,0,0,0,50658,0
06/30/2022_04:40:40,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6190263,0,0,63,0,0,0,50667,0
06/30/2022_04:43:54,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6191443,0,0,63,0,0,0,50677,0
06/30/2022_04:47:07,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6192269,0,0,63,0,0,0,50684,0
06/30/2022_04:50:21,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6193449,0,0,63,0,0,0,50694,0
06/30/2022_04:53:34,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6194393,0,0,63,0,0,0,50702,0
06/30/2022_04:56:48,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6195573,0,0,63,0,0,0,50712,0
06/30/2022_05:00:02,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6196399,0,0,63,0,0,0,50719,0
06/30/2022_05:03:15,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6197697,0,0,63,0,0,0,50730,0
06/30/2022_05:06:29,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6198877,0,0,63,0,0,0,50740,0
06/30/2022_05:09:42,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6199821,0,0,63,0,0,0,50748,0
06/30/2022_05:12:56,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6201001,0,0,63,0,0,0,50758,0
06/30/2022_05:16:10,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6201827,0,0,63,0,0,0,50765,0
06/30/2022_05:19:23,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6203125,0,0,63,0,0,0,50776,0
06/30/2022_05:22:37,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6203951,0,0,63,0,0,0,50783,0
06/30/2022_05:25:51,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6205249,0,0,63,0,0,0,50794,0
06/30/2022_05:29:04,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6206075,0,0,63,0,0,0,50801,0
06/30/2022_05:32:18,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6207255,0,0,63,0,0,0,50811,0
06/30/2022_05:35:31,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6208199,0,0,63,0,0,0,50819,0
06/30/2022_05:38:45,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6209379,0,0,63,0,0,0,50829,0
06/30/2022_05:41:59,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6210677,0,0,63,0,0,0,50840,0
06/30/2022_05:45:12,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6211503,0,0,63,0,0,0,50847,0
06/30/2022_05:48:26,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6212683,0,0,63,0,0,0,50857,0
06/30/2022_05:51:40,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6213627,0,0,63,0,0,0,50865,0
06/30/2022_05:54:53,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6214807,0,0,63,0,0,0,50875,0
06/30/2022_05:58:07,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6215751,0,0,63,0,0,0,50883,0
06/30/2022_06:01:21,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6217049,0,0,63,0,0,0,50894,0
06/30/2022_06:04:34,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6217875,0,0,63,0,0,0,50901,0
06/30/2022_06:07:48,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6218937,0,0,63,0,0,0,50910,0
06/30/2022_06:11:02,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6219763,0,0,63,0,0,0,50917,0
06/30/2022_06:14:15,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6221061,0,0,63,0,0,0,50928,0
06/30/2022_06:17:29,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6222241,0,0,63,0,0,0,50938,0
06/30/2022_06:20:43,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6223185,0,0,63,0,0,0,50946,0
06/30/2022_06:23:56,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6224365,0,0,63,0,0,0,50956,0
06/30/2022_06:27:10,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6225309,0,0,63,0,0,0,50964,0
06/30/2022_06:30:23,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6226489,0,0,63,0,0,0,50974,0
06/30/2022_06:33:37,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6227433,0,0,63,0,0,0,50982,0
06/30/2022_06:36:51,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6228613,0,0,63,0,0,0,50992,0
06/30/2022_06:40:04,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6229557,0,0,63,0,0,0,51000,0
06/30/2022_06:43:18,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6230737,0,0,63,0,0,0,51010,0
06/30/2022_06:46:32,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6232035,0,0,63,0,0,0,51021,0
06/30/2022_06:49:45,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6232743,0,0,63,0,0,0,51027,0
06/30/2022_06:52:59,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6234041,0,0,63,0,0,0,51038,0
06/30/2022_06:56:13,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6234867,0,0,63,0,0,0,51045,0
06/30/2022_06:59:26,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6236165,0,0,63,0,0,0,51056,0
06/30/2022_07:02:40,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6236873,0,0,63,0,0,0,51062,0
06/30/2022_07:05:54,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6238053,0,0,63,0,0,0,51072,0
06/30/2022_07:09:07,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6238879,0,0,63,0,0,0,51079,0
06/30/2022_07:12:21,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6240177,0,0,63,0,0,0,51090,0
