TIME,Device_Temp,Modem_Tech,SNR,RSRP,Bandwidth,B0:pci,B0:band,B0:status,B0:bandwidth,B1:pci,B1:band,B1:status,B1:bandwidth,B2:pci,B2:band,B2:status,B2:bandwidth,B3:pci,B3:band,B3:status,B3:bandwidth,B4:pci,B4:band,B4:status,B4:bandwidth,B5:pci,B5:band,B5:status,B5:bandwidth,B6:pci,B6:band,B6:status,B6:bandwidth,B7:pci,B7:band,B7:status,B7:bandwidth,B8:pci,B8:band,B8:status,B8:bandwidth,B9:pci,B9:band,B9:status,B9:bandwidth
06/29/2022_20:59:08,28941,10(LTE),0,-113,-113,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:02:22,28795,10(LTE),-2,-115,-115,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:05:36,28774,10(LTE),0,-114,-114,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:08:50,28774,10(LTE),-2,-115,-115,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:12:03,28786,10(LTE),4,-115,-115,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:15:17,28869,10(LTE),-6,-116,-116,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:18:31,28819,10(LTE),0,-113,-113,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:21:44,28783,10(LTE),0,-113,-113,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:24:58,28780,10(LTE),-2,-113,-113,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:28:11,28783,10(LTE),-1,-113,-113,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:31:25,28825,10(LTE),-2,-117,-117,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:34:39,28843,10(LTE),-4,-117,-117,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:37:52,28822,10(LTE),-4,-118,-118,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:41:06,28798,10(LTE),-4,-117,-117,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:44:20,28899,10(LTE),-5,-116,-116,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:47:33,28822,10(LTE),-5,-116,-116,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:50:47,28819,10(LTE),-5,-116,-116,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:54:01,28848,10(LTE),-1,-113,-113,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_21:57:14,28848,10(LTE),2,-119,-119,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
